vendor,id,query,ok,input_tokens,output_tokens,total_tokens,latency_ms,tool_call_count,tool_names,error
cala,52,"What candidate company and officer records does OpenCorporates return for “Atlântico Biotech Ltd” and “Rui Manuel Seabra” across the relevant jurisdictions?

The expected company is registered in Malta and has the following known information:

Company name: Atlântico Biotech Ltd
Expected jurisdiction: Malta
Registered address: 14 Marina Street, Valletta VLT 1160, Malta
Known officer: Rui Manuel Seabra
Expected role: Director

Search using the company-name variants “Atlântico Biotech Ltd”, “Atlantico Biotech Ltd” and “Atlantico Biotechnology”, together with the officer name “Rui Manuel Seabra”.

For each candidate, return the company name, company number, jurisdiction, status, incorporation or dissolution date, registered address, previous names, officers and roles, available ownership information, source registry, registry URL, provenance, identity classification and official-registry verification status.",True,157460,4321,161781,196310,21,"entity_search, entity_search, entity_search, entity_search, knowledge_search, entity_introspection, knowledge_search, entity_retrieval, knowledge_query, knowledge_query, knowledge_query, knowledge_search, knowledge_search, entity_search, entity_introspection, entity_retrieval, knowledge_search, knowledge_search, knowledge_search, knowledge_search, AskContent",
cala,55,"A relevant UK link has been identified between “Tomás Duarte Correia”, born in March 1984, Portuguese national, and “Cobalt Harbour Trading Ltd”.

What official Companies House records are available for “Cobalt Harbour Trading Ltd”, company number 15240177, and the reported officer “Tomás Duarte Correia”?

Return the company profile, company number, status, incorporation date, registered office, officers, persons with significant control, nature of control, relevant filings, company and relationship identifiers, official evidence reference, retrieval timestamp and evidence hash.

Assess separately whether the company record and the officer or PSC relationship match the supplied information.",True,149864,3986,153850,225565,17,"entity_search, entity_search, knowledge_search, entity_introspection, entity_search, entity_introspection, entity_retrieval, entity_retrieval, knowledge_query, knowledge_search, knowledge_search, knowledge_search, knowledge_query, knowledge_query, knowledge_search, knowledge_query, AskContent",
cala,58,"What candidate international company and officer records does OpenCorporates return for “Eclipse Marítima S.A.”, registration number 778899, expected jurisdiction Panama, and the reported officer “Sofia Neves Pires”?

Known information:

Company name: Eclipse Marítima S.A.
Registration number: 778899
Expected jurisdiction: Panama
Expected registered address: Avenida Balboa 120, Torre Pacífico, Panama City, Panama
Reported officer: Sofia Neves Pires
Expected role: Director
Officer nationality: Portuguese
Officer address supplied in the FCC process: Rua do Carmo 36, 1200-094 Lisboa, Portugal

Search using the company-name variants “Eclipse Marítima S.A.”, “Eclipse Maritima SA” and “Eclipse Maritime”.

Return the company identifiers, jurisdiction, status, registered address, officers and roles, corporate relationships, ownership information where available, registry source, provenance, official-registry URL, OpenCorporates URL, identity-match classification, retrieval timestamp and evidence hash.

Assess the company match and the officer match separately.",True,127554,2727,130281,126152,11,"entity_search, entity_search, entity_search, entity_search, knowledge_query, knowledge_search, knowledge_search, knowledge_query, knowledge_search, knowledge_search, AskContent",
cala,61,"What official GLEIF data is available for “Aurora Atlantic Finance S.A.”, Portuguese company registration number 517684920, or LEI 549300EXAMPLE000001?

Known entity information:

Legal name: Aurora Atlantic Finance S.A.
Registration number: 517684920
Jurisdiction: Portugal
Legal address: Avenida da Liberdade 155, 5.º, 1250-142 Lisboa, Portugal
Expected direct parent: Aurora Atlantic Holdings S.A.

Return the LEI reference data, legal and headquarters addresses, entity status, LEI registration status, registration authority and identifier, direct-parent relationship, ultimate-parent relationship, relationship statuses, reporting exceptions, identity-match assessment, source URLs, retrieval timestamp and evidence hash.

Do not interpret direct or ultimate parent information as beneficial-ownership information.",True,34091,1204,35295,75968,5,"entity_search, knowledge_search, entity_search, knowledge_query, AskContent",
cala,71,Who is Leopoldo Alejandro Betancourt López? What are his corporate affiliations and any known risks or red flags associated with him?,True,39901,2476,42377,129866,4,"entity_search, knowledge_search, entity_retrieval, AskContent",
cala,73,"Who owns and controls Allwyn Investments Cyprus Ltd, and what companies is it connected to?",True,42105,2394,44499,99081,5,"entity_search, entity_introspection, knowledge_search, entity_retrieval, AskContent",
cala,75,"Who is Ali Ansari? What sanctions or watchlist designations apply to him, and what companies is he connected to?",True,72263,4619,76882,173783,13,"entity_search, entity_introspection, knowledge_search, entity_retrieval, knowledge_query, entity_retrieval, entity_retrieval, entity_retrieval, entity_retrieval, entity_retrieval, entity_retrieval, entity_retrieval, AskContent",
sayari,1,What is the governance procedure in force and its latest version regulating the suitability and composition of a credit institution's management body?,True,13165,706,13871,18703,1,AskContent,
sayari,2,What are the key takeaways of CEOE reports affecting the financial sector?,True,95404,1362,96766,31856,5,"search_entities, search_entities, get_entity_profile, get_entity_profile, AskContent",
sayari,4,What is the sector's stance (CECA) on banking regulation in Spain?,True,50512,1068,51580,26326,4,"search_entities, search_entities, get_entity_profile, AskContent",
sayari,5,What is the public market outlook and the sector and competitor signals in financial services per the consultancy's latest report?,True,13125,690,13815,16162,1,AskContent,
sayari,7,What are the competitor's (Nubank) annual KPIs and how did they evolve in 2023 against its company priorities?,True,188194,1003,189197,49750,4,"search_entities, search_entities, search_entities, AskContent",
sayari,9,What new products and account features does the competitor (N26) offer?,True,489237,2601,491838,64287,6,"search_entities, get_entity_profile, get_entity_profile, get_entity_profile, AskContent, AskContent",
sayari,10,"What are the competitor's (Revolut) plans, prices and fee changes and how do they differ by tier?",True,13068,559,13627,15763,1,AskContent,
sayari,12,What new products and features has the competitor (Revolut) recently announced?,True,13084,620,13704,16220,1,AskContent,
sayari,14,What do users value and complain about in the competitor's (Revolut) app reviews?,True,13111,696,13807,18535,1,AskContent,
sayari,17,What senior-position profiles and requirements does a peer (BBVA) publish for leadership roles?,True,124080,547,124627,40386,2,"search_entities, AskContent",
sayari,18,What is a peer's (BNP Paribas) leadership org structure and the responsibilities of each member?,True,396692,1535,398227,85005,5,"search_entities, get_entity_profile, traverse_network, search_entities, AskContent",
sayari,20,What is the average CET1 capital ratio and NPL ratio of EU banks in the latest quarter?,True,11432,650,12082,17426,1,AskContent,
sayari,22,What capital and liquidity (LCR) levels do significant institutions supervised by the ECB report?,True,13185,778,13963,19867,1,AskContent,
sayari,24,"What has been the trend of Spain's GDP, inflation (HICP) and unemployment in recent years?",True,13080,588,13668,15616,1,AskContent,
sayari,26,What is the ECB's official interest rate and the latest M3 monetary aggregate?,True,11424,486,11910,15911,1,AskContent,
sayari,29,How have the federal funds rate and the US unemployment rate evolved over the last 24 months?,True,13112,671,13783,16052,1,AskContent,
sayari,30,What is the aggregate credit exposure of the financial system in Brazil for the period?,True,13084,718,13802,16189,1,AskContent,
sayari,32,Does a company (CNPJ) have registered tax debt or insolvency status in the Union's active-debt registry?,True,13002,396,13398,13988,1,AskContent,
sayari,33,What is a company's tax-compliance status (CNPJ) and address/activity verification in Brazil?,True,563568,3303,566871,77912,6,"lookup_data_sources, get_investigation_guidance, lookup_ontology, search_entities, get_entity_profile, AskContent",
sayari,35,What are the latest filings and capital changes of a company at the São Paulo commercial registry (JUCESP)?,True,12952,345,13297,11274,1,AskContent,
sayari,36,How many new cars were registered in the EU and what is the battery-electric market share in the latest period?,True,11434,565,11999,15182,1,AskContent,
sayari,37,What are the competitor's (Nubank) annual revenue and net income from its financial filings?,True,196054,1585,197639,44113,7,"search_entities, search_entities, search_entities, search_entities, get_entity_profile, get_entity_profile, AskContent",
sayari,39,"What are market earnings by occupation, including managers, for senior-role benchmarking?",True,11424,644,12068,16464,1,AskContent,
sayari,41,"What candidate records does the ICIJ Offshore Leaks Database return for “Miguel Ângelo Varela”, born on 9 September 1976, Portuguese national, residing at Avenida do Atlântico 42, 1990-019 Lisboa, Portugal?
Search using the exact name, the unaccented variant “Miguel Angelo Varela”, and the reordered variant “Varela, Miguel Ângelo”. Return the matched name, node type, node ID, linked entity, role, jurisdiction, status, source dataset, linked countries, addresses, relationships, identity assessment, evidence URL, executed search parameters and search timestamp.",True,158836,4400,163236,78789,19,"search_entities, search_entities, search_entities, get_entity_profile, get_entity_profile, get_entity_profile, lookup_data_sources, lookup_data_sources, search_entities, search_entities, search_entities, get_entity_profile, get_entity_profile, get_entity_profile, search_entities, search_entities, search_entities, search_entities, AskContent",
sayari,43,"What potentially relevant results are available for “Aurora Verde Logística, Lda.”, NIPC 517845230, headquartered at Rua do Freixo 221, 4300-219 Porto, Portugal?

Search the complete first page of results using:

1. “Aurora Verde Logística, Lda.”
2. “Aurora Verde Logistica”
3. “Aurora Verde Logística” “517845230”
4. “Aurora Verde Logística” fraude OR branqueamento OR corrupção
5. “Aurora Verde Logística” sanções OR investigação OR processo

For each result, return the executed query, title, publisher, publication date, URL, source type, topic classification, neutral summary, identity assessment, relevance assessment and primary-source reference where available.",True,25552,1448,27000,24782,6,"search_entities, search_entities, search_entities, search_entities, search_entities, AskContent",
sayari,45,"A public web-search result alleges that “Norte Claro Construções, S.A.”, NIPC 509884321, headquartered at Avenida Central 77, 4710-228 Braga, Portugal, was charged in connection with case 88/25.4TELSB.

What official public records confirm, refute or clarify this result?

Search the official websites of the Public Prosecutor’s Office, DCIAP, Judicial Police, applicable courts and regulators. Return the issuing authority, document title, publication date, case reference, procedural event, procedural status stated by the source, neutral factual summary, identity-match assessment, verification outcome and official URL.",True,64660,1853,66513,42897,6,"search_entities, search_entities, search_entities, lookup_data_sources, get_investigation_guidance, AskContent",
sayari,47,"What LinkedIn professional information is available for “Beatriz Leonor Matos”, currently reported as Compliance Manager at Solaris Payments, S.A., in Lisboa, Portugal?

Return the candidate profile reference, listed professional roles, employers, employment dates, professional affiliations, available location, authorized access method, identity-match assessment, matching or conflicting attributes and access timestamp.

Do not access restricted profile content or use automated profile scraping.",True,13374,598,13972,17146,1,AskContent,
sayari,49,"A relevant UK link has been identified for “Northbridge Solar Projects Ltd”, company number 14876543, with registered office at 22 Kingfisher Lane, Manchester M1 4AB, United Kingdom.

What official Companies House records are available for this company?

Return the legal name, company number, company status, company type, incorporation date, registered office, previous company names, current officers, persons with significant control, relevant filings, charges, insolvency information, identity-match assessment, relevant FCC alerts, official evidence references and search timestamp.",True,104101,2164,106265,53883,7,"search_entities, search_entities, search_entities, search_entities, get_entity_profile, lookup_data_sources, AskContent",
sayari,52,"What candidate company and officer records does OpenCorporates return for “Atlântico Biotech Ltd” and “Rui Manuel Seabra” across the relevant jurisdictions?

The expected company is registered in Malta and has the following known information:

Company name: Atlântico Biotech Ltd
Expected jurisdiction: Malta
Registered address: 14 Marina Street, Valletta VLT 1160, Malta
Known officer: Rui Manuel Seabra
Expected role: Director

Search using the company-name variants “Atlântico Biotech Ltd”, “Atlantico Biotech Ltd” and “Atlantico Biotechnology”, together with the officer name “Rui Manuel Seabra”.

For each candidate, return the company name, company number, jurisdiction, status, incorporation or dissolution date, registered address, previous names, officers and roles, available ownership information, source registry, registry URL, provenance, identity classification and official-registry verification status.",True,13945,796,14741,17941,1,AskContent,
sayari,55,"A relevant UK link has been identified between “Tomás Duarte Correia”, born in March 1984, Portuguese national, and “Cobalt Harbour Trading Ltd”.

What official Companies House records are available for “Cobalt Harbour Trading Ltd”, company number 15240177, and the reported officer “Tomás Duarte Correia”?

Return the company profile, company number, status, incorporation date, registered office, officers, persons with significant control, nature of control, relevant filings, company and relationship identifiers, official evidence reference, retrieval timestamp and evidence hash.

Assess separately whether the company record and the officer or PSC relationship match the supplied information.",True,238056,3524,241580,82167,13,"search_entities, search_entities, search_entities, search_entities, search_entities, get_entity_profile, search_entities, lookup_data_sources, search_entities, search_entities, get_investigation_guidance, get_investigation_guidance, AskContent",
sayari,58,"What candidate international company and officer records does OpenCorporates return for “Eclipse Marítima S.A.”, registration number 778899, expected jurisdiction Panama, and the reported officer “Sofia Neves Pires”?

Known information:

Company name: Eclipse Marítima S.A.
Registration number: 778899
Expected jurisdiction: Panama
Expected registered address: Avenida Balboa 120, Torre Pacífico, Panama City, Panama
Reported officer: Sofia Neves Pires
Expected role: Director
Officer nationality: Portuguese
Officer address supplied in the FCC process: Rua do Carmo 36, 1200-094 Lisboa, Portugal

Search using the company-name variants “Eclipse Marítima S.A.”, “Eclipse Maritima SA” and “Eclipse Maritime”.

Return the company identifiers, jurisdiction, status, registered address, officers and roles, corporate relationships, ownership information where available, registry source, provenance, official-registry URL, OpenCorporates URL, identity-match classification, retrieval timestamp and evidence hash.

Assess the company match and the officer match separately.",True,201140,5446,206586,96491,22,"search_entities, search_entities, search_entities, search_entities, search_entities, search_entities, search_entities, lookup_data_sources, get_entity_profile, get_entity_profile, get_entity_profile, search_entities, search_entities, search_entities, search_entities, search_entities, search_entity_facets, get_entity_profile, search_entities, search_entities, lookup_ontology, AskContent",
sayari,61,"What official GLEIF data is available for “Aurora Atlantic Finance S.A.”, Portuguese company registration number 517684920, or LEI 549300EXAMPLE000001?

Known entity information:

Legal name: Aurora Atlantic Finance S.A.
Registration number: 517684920
Jurisdiction: Portugal
Legal address: Avenida da Liberdade 155, 5.º, 1250-142 Lisboa, Portugal
Expected direct parent: Aurora Atlantic Holdings S.A.

Return the LEI reference data, legal and headquarters addresses, entity status, LEI registration status, registration authority and identifier, direct-parent relationship, ultimate-parent relationship, relationship statuses, reporting exceptions, identity-match assessment, source URLs, retrieval timestamp and evidence hash.

Do not interpret direct or ultimate parent information as beneficial-ownership information.",True,117908,1646,119554,44349,12,"search_entities, search_entities, search_entities, search_entities, lookup_data_sources, lookup_data_sources, lookup_ontology, lookup_data_sources, search_entities, search_entities, search_entities, AskContent",
sayari,71,Who is Leopoldo Alejandro Betancourt López? What are his corporate affiliations and any known risks or red flags associated with him?,True,71413,3487,74900,64719,7,"search_entities, lookup_risk_factors, get_entity_profile, get_entity_summary, get_entity_summary, get_entity_summary, AskContent",
sayari,73,"Who owns and controls Allwyn Investments Cyprus Ltd, and what companies is it connected to?",True,169118,4055,173173,73217,13,"search_entities, find_beneficial_owners, get_entity_profile, find_downstream_entities, traverse_network, lookup_ontology, traverse_network, get_entity_summary, get_entity_summary, get_entity_summary, get_entity_summary, get_entity_summary, AskContent",
sayari,75,"Who is Ali Ansari? What sanctions or watchlist designations apply to him, and what companies is he connected to?",True,723102,3204,726306,94869,9,"search_entities, search_entity_facets, search_entity_facets, get_entity_summary, get_entity_summary, get_entity_summary, get_entity_profile, lookup_risk_factors, AskContent",
